InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean
INV14403,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,144086.84,2029-10-28,Vehicle tow away and impound services,3585
INV14404,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,157740.86,2029-06-05,Open spaces management - region 2,3677
INV14405,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2029-05-28,Civil infrastructure services,3665
INV14406,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,49282.69,2028-06-27,Melbourne Town Hall venue management,3670
INV14407,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,123655.07,2026-08-17,Parking technology services,3623
INV14408,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,151666.79,2029-08-19,Building maintenance services,3630
INV14409,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,87416.72,2028-10-28,Open spaces management - region 1,3676
INV14410,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,65709.89,2028-02-02,Parking technology services,3623
INV14411,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,163523.48,2027-06-30,Waste management services,3556
INV14412,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2029-01-19,Open spaces management - region 1,3676
INV14413,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,99587.64,2027-11-05,Street cleaning,3669
INV14414,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,49697.49,2029-07-31,Management of Active Melbourne recreation facilities,3615
INV14415,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,206163.06,2029-11-14,Tree management maintenance services,3678
INV14416,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,84600.85,2027-02-05,Melbourne Town Hall venue management,3670
INV14417,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,50093.51,2025-05-24,Open spaces management - region 2,3677
INV14418,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,39544.85,2025-05-02,Graffiti management and pressure cleaning services,3668
INV14419,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,156724.56,2026-02-04,Tree management maintenance services,3678
INV14420,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,28520.2,2029-11-13,Vehicle tow away and impound services,3585
INV14421,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,100000.0,2025-06-06,Management of Active Melbourne recreation facilities,3615
INV14422,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2025-06-17,Open spaces management - region 1,3676
INV14423,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,1886.41,2028-07-28,Graffiti management and pressure cleaning services,3668
INV14424,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,156636.24,2025-02-25,Management of Active Melbourne recreation facilities,3615
INV14425,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,174769.32,2028-12-16,Graffiti management and pressure cleaning services,3668
INV14426,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,84825.9,2028-05-30,Civil infrastructure services,3665
INV14427,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,181714.85,2027-02-28,Waste management services,3556
INV14428,['ContractNumber'],['InvoiceDate'],Reino International Pty Ltd T/A Duncan Solutions,177522.21,2027-02-21,Parking technology services, 
INV14429,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,72966.26,2029-09-29,Integrated security services,3686
INV14430,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,62228.23,2025-05-29,Melbourne Town Hall venue management,3670
INV14431,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",SERCO,,2027-08-02,Open spaces management - region 2,3677
INV14432,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,49042.8,2028-06-20,Graffiti management and pressure cleaning services,3668
INV14433,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,0.0,2026-12-13,Integrated security services,3686
INV14434,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,42012.34,2025-04-15,Melbourne Town Hall venue management,3670
INV14435,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,107979.11,2028-11-25,Street cleaning,3669
INV14436,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,79035.17,2028-01-29,Building maintenance services,3630
INV14437,['ContractNumber'],['InvoiceDate'],Spotless Facility Services Pty Ltd,245703.39,2029-08-05,Street cleaning,3669
INV14438,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,169683.64,2025-07-09,Management of Active Melbourne recreation facilities,3615
INV14439,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2028-09-29,Management of Active Melbourne recreation facilities,3615
INV14440,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,108478.82,2028-07-29,Tree management maintenance services,3678
INV14441,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,72834.04,2028-09-14,Parking technology services,3623
INV14442,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Spotless Facility Services Pty Ltd,0.0,2025-10-02,Street cleaning,3669
INV14443,['ContractNumber'],['InvoiceAmount'],Spotless Facility Services Pty Ltd,21694.35,2025-12-05,Street cleaning,3669
INV14444,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2027-05-09,Vehicle tow away and impound services,3585
INV14445,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,0.0,2027-02-12,Parking technology services,3623
INV14446,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,103227.33,2029-06-13,Management of Active Melbourne recreation facilities,3615
INV14447,['ContractNumber'],"['Provider', 'InvoiceAmount']",Victorian YMCA Community Programming Pty Ltd,171569.22,2027-06-11,Management of Active Melbourne recreation facilities,3615
INV14448,['ContractNumber'],['InvoiceAmount'],Nationwide Towing Services,179307.07,2026-04-05,Vehicle tow away and impound services,3585
INV14449,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,185180.28,2029-09-18,Waste management services,3556
INV14450,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,118487.19,2029-07-16,Street cleaning, 
INV14451,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,,2027-11-05,Management of Active Melbourne recreation facilities,3615
INV14452,['ContractNumber'],[],Citywide Service Solutions Pty Ltd,74200.53,2027-07-02,Tree management maintenance services,3678
INV14453,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,34017.0,2029-05-09,Civil infrastructure services, 
INV14454,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,100000.0,2027-02-06,Integrated security services,3686
INV14455,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,134634.88,2028-06-17,Vehicle tow away and impound services,3585
INV14456,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,35679.59,2029-12-31,Open spaces management - region 1, 
INV14457,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,118348.68,2028-08-10,Waste management services,3556
INV14458,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Programmed Facility Management Pty Ltd,112477.64,2028-10-02,Building maintenance services,3630
INV14459,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,160731.7,2027-01-02,Melbourne Town Hall venue management,3670
INV14460,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2029-04-05,Civil infrastructure services,3665
INV14461,"['InvoiceDate', 'ContractNumber']","['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,161323.07,,Civil infrastructure services,3665
INV14462,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,26562.07,2026-08-26,Tree management maintenance services,3678
INV14463,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,100000.0,2028-12-23,Civil infrastructure services,3665
INV14464,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,227308.59,2026-01-18,Street cleaning,3669
INV14465,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,48618.97,2027-11-25,Management of Active Melbourne recreation facilities,3615
INV14466,['ContractNumber'],"['Provider', 'InvoiceAmount']",Victorian YMCA Community Programming Pty Ltd,68910.04,2028-09-22,Management of Active Melbourne recreation facilities,3615
INV14467,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,200000.0,2026-11-29,Graffiti management and pressure cleaning services,3668
INV14468,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,0.0,2029-05-08,Graffiti management and pressure cleaning services,3668
INV14469,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,19705.52,2027-02-15,Open spaces management - region 2,3677
INV14470,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2027-08-06,Tree management maintenance services,3678
INV14471,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,198033.88,2025-11-13,Building cleaning services,3634
INV14472,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,3453.05,2028-07-19,Open spaces management - region 1,3676
INV14473,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,177919.0,2027-02-03,Open spaces management - region 2, 
INV14474,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,161715.83,2028-10-12,Integrated security services,3686
INV14475,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,16203.2,2029-04-08,Integrated security services,3686
INV14476,['ContractNumber'],"['Provider', 'InvoiceAmount']",Programmed Facility Management Pty Ltd,106788.79,2029-03-25,Building maintenance services,3630
INV14477,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Spotless Facility Services Pty Ltd,223963.41,2027-09-30,Street cleaning,3669
INV14478,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,100000.0,2027-04-24,Open spaces management - region 1,3676
INV14479,['ContractNumber'],['InvoiceAmount'],Showtime Event Group Pty Ltd,100000.0,2026-11-22,Melbourne Town Hall venue management,3670
INV14480,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,200000.0,2028-03-29,Integrated security services,3686
INV14481,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,150615.88,2029-07-09,Building cleaning services,3634
INV14482,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,199633.04,2025-02-15,Waste management services,3556
INV14483,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,88745.78,2026-03-21,Building cleaning services,3634
INV14484,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,134420.48,2028-02-09,Management of Active Melbourne recreation facilities,3615
INV14485,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,146616.76,2025-08-12,Street cleaning,3669
INV14486,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,104064.27,2027-03-06,Parking technology services,3623
INV14487,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,203023.14,2028-02-21,Tree management maintenance services,3678
INV14488,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,53373.77,2025-07-29,Street cleaning,3669
INV14489,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,220828.73,2028-12-12,Vehicle tow away and impound services,3585
INV14490,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,10625.9,2029-02-04,Open spaces management - region 1,3676
INV14491,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,241044.29,2026-03-29,Street cleaning,3669
INV14492,['ContractNumber'],['InvoiceDate'],Nationwide Towing Services,175303.99,2025-02-21,Vehicle tow away and impound services,3585
INV14493,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,200000.0,2027-10-19,Vehicle tow away and impound services,3585
INV14494,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Cleanaway Waste Management Limited,100000.0,2028-01-10,Waste management services,3556
INV14495,['ContractNumber'],[],Spotless Facility Services Pty Ltd,145728.09,2027-08-01,Street cleaning,3669
INV14496,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,200000.0,2029-01-26,Tree management maintenance services,3678
INV14497,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,201527.35,2026-06-23,Building cleaning services,3634
INV14498,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2028-12-20,Vehicle tow away and impound services,3585
INV14499,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,128212.84,2027-06-22,Melbourne Town Hall venue management,3670
INV14500,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2029-03-04,Tree management maintenance services,3678
INV14501,"['InvoiceDate', 'ContractNumber']","['Provider', 'InvoiceAmount', 'ContractTitle']",Programmed Facility Management Pty Ltd,100000.0,,Building maintenance services,3630
INV14502,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,106425.92,2025-11-17,Civil infrastructure services,3665
INV14503,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,149771.63,2027-03-02,Street cleaning,3669
INV14504,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,20408.51,2026-05-25,Civil infrastructure services,3665
INV14505,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,109189.79,2027-02-22,Graffiti management and pressure cleaning services,3668
INV14506,"['InvoiceDate', 'ContractNumber']",[],Citywide Service Solutions Pty Ltd,141681.34,,Open spaces management - region 1,3676
INV14507,['ContractNumber'],[],Cleanaway Waste Management Limited,89062.65,2026-03-07,Waste management services,3556
INV14508,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,121101.14,2025-12-10,Building maintenance services,3630
INV14509,['ContractNumber'],['Provider'],Showtime Event Group Pty Ltd,242946.91,2028-08-07,Melbourne Town Hall venue management,3670
